launch_idx,elapsed_secs,launch_secs,grid,placed_min,placed_med,placed_max,nodes,nodes_per_sec,best_placed
869,7.873,0.004,4096,20,22,38,92269568,22733824279.8,112
870,7.879,0.005,4096,20,20,42,91159552,18930809379.1,112
871,7.892,0.013,4096,20,35,77,132560896,9959512032.3,112
872,7.903,0.011,4096,7,18,79,85552128,8014756903.6,112
873,7.910,0.007,4096,9,12,65,50706432,7677004731.0,112
874,7.923,0.012,4096,20,35,66,130941952,10914474274.3,112
875,7.928,0.005,4096,8,10,39,49679360,10627323954.9,112
876,7.945,0.017,4096,18,61,105,271121408,16191926605.9,112
877,7.953,0.008,4096,20,22,42,92732416,11699572692.2,112
878,7.959,0.005,4096,20,22,40,92667904,19626506358.4,112
879,7.963,0.004,4096,20,20,38,91336704,20502940417.2,112
880,7.972,0.008,4096,20,35,68,133771264,15947980770.1,112
881,7.988,0.016,4096,7,18,98,86764544,5507706290.6,112
882,7.997,0.008,4096,9,12,72,51414016,6411091306.7,112
883,8.006,0.009,4096,20,35,73,131621888,14962376676.1,112
884,8.011,0.004,4096,8,10,39,49290240,11614069803.3,112
885,8.027,0.016,4096,30,38,73,199503872,12279272633.1,112
886,8.032,0.005,4096,20,22,40,92880896,20109256642.3,112
887,8.037,0.004,4096,20,22,38,92444672,22240555879.9,112
888,8.043,0.005,4096,20,20,49,91011072,17091168790.4,112
889,8.054,0.011,4096,20,35,76,132578304,12133738980.1,112
890,8.066,0.011,4096,7,18,70,85569536,7683370508.3,112
891,8.073,0.007,4096,9,12,63,50942976,7496643483.5,112
892,8.083,0.010,4096,20,35,75,134424576,13325302869.7,112
893,8.093,0.009,4096,8,10,54,48826368,5351097566.2,112
894,8.107,0.014,4096,35,40,89,172533760,12366289940.1,112
895,8.112,0.004,4096,20,22,38,92472320,21058639792.2,112
896,8.117,0.004,4096,20,22,40,92809216,21335035062.5,112
897,8.126,0.009,4096,20,22,50,92540928,10401694018.1,112
898,8.133,0.006,4096,20,20,48,91974656,15416763914.0,112
899,8.142,0.009,4096,20,35,77,131085312,14265994069.2,112
900,8.153,0.010,4096,7,18,78,87142400,8789604707.6,112
901,8.164,0.010,4096,9,12,62,50929664,4853439918.5,112
902,8.173,0.009,4096,20,35,73,131400704,14905691266.4,112
903,8.180,0.006,4096,8,10,54,49077248,8014413689.4,112
904,8.196,0.015,4096,25,38,76,158516224,10277785223.3,112
905,8.202,0.006,4096,20,22,48,92544000,16248674387.4,112
906,8.206,0.004,4096,20,22,38,92695552,21113096692.8,112
907,8.212,0.005,4096,20,20,48,91709440,17062069027.1,112
908,8.221,0.009,4096,20,35,71,131705856,15416292318.3,112
909,8.236,0.015,4096,7,18,81,86268928,5822266345.5,112
910,8.244,0.008,4096,9,12,74,51044352,6744927761.8,112
911,8.253,0.008,4096,20,35,66,130924544,15964361641.0,112
912,8.260,0.006,4096,8,10,48,48893952,7845587442.4,112
913,8.272,0.012,4096,15,35,65,144290816,11597997622.5,112
914,8.278,0.005,4096,20,22,40,93140992,19258279224.7,112
915,8.282,0.004,4096,20,22,38,92515328,22436242035.5,112
916,8.288,0.005,4096,20,20,48,91791360,17108480398.4,112
917,8.302,0.013,4096,20,35,79,130963456,10009904621.8,112
918,8.313,0.011,4096,7,18,79,85466112,7837105499.7,112
919,8.321,0.007,4096,9,12,62,50863104,7122784208.5,112
920,8.334,0.013,4096,20,35,74,131262464,10188232246.0,112
921,8.339,0.005,4096,8,10,42,49076224,10868911900.1,112
922,8.354,0.015,4096,18,63,92,231824384,15731180636.6,112
923,8.359,0.004,4096,20,22,39,92589056,21360801433.9,112
924,8.367,0.008,4096,20,22,38,92539904,12025228315.8,112
925,8.372,0.005,4096,20,20,38,91407360,19148452661.5,112
926,8.382,0.009,4096,20,35,78,132803584,14353524024.7,112
927,8.392,0.009,4096,7,18,70,86688768,9333586855.1,112
928,8.403,0.011,4096,9,12,71,50737152,4733323009.1,112
929,8.413,0.009,4096,20,35,74,132025344,14367209352.7,112
930,8.418,0.004,4096,8,10,39,48918528,10894034290.1,112
931,8.436,0.018,4096,15,61,94,246204416,13405088070.7,112
932,8.443,0.006,4096,20,22,48,92516352,15889828923.4,112
933,8.448,0.005,4096,20,22,48,92369920,17726306133.6,112
934,8.453,0.005,4096,20,20,41,91380736,20168340947.7,112
935,8.463,0.009,4096,20,35,77,129996800,13881235631.2,112
936,8.478,0.014,4096,7,18,74,85368832,5889831935.7,112
937,8.485,0.007,4096,9,12,65,50708480,7328168729.5,112
938,8.496,0.010,4096,20,35,77,132486144,12900571180.2,112
939,8.505,0.008,4096,8,10,43,49039360,5852255355.5,112
940,8.522,0.016,4096,18,61,103,270913536,16643282006.7,112
941,8.527,0.005,4096,20,22,48,92688384,17700459238.4,112
942,8.533,0.005,4096,20,22,38,92191744,18229215943.0,112
943,8.540,0.007,4096,20,20,38,91409408,13671955304.2,112
944,8.550,0.009,4096,20,35,77,134620160,14657587001.7,112
945,8.560,0.010,4096,7,18,73,87164928,8951955182.0,112
946,8.569,0.009,4096,9,12,67,50787328,5616004120.6,112
947,8.579,0.010,4096,20,35,66,131009536,13262172548.1,112
948,8.584,0.005,4096,8,10,39,48252928,10568226851.1,112
949,8.597,0.012,4096,30,38,73,199203840,16478294112.5,112
950,8.605,0.007,4096,20,22,38,92435456,13526544734.5,112
951,8.610,0.004,4096,20,22,38,92518400,20652092388.7,112
952,8.615,0.005,4096,20,20,38,91095040,19441019968.6,112
953,8.625,0.009,4096,20,35,77,131868672,14088480652.0,112
954,8.636,0.011,4096,7,18,75,86233088,8194551042.0,112
955,8.646,0.010,4096,9,12,77,50891776,4978453800.4,112
956,8.656,0.009,4096,20,35,77,132154368,14384137938.6,112
957,8.661,0.004,4096,8,10,39,49649664,11791594448.1,112
958,8.679,0.018,4096,35,40,89,173314048,9595492156.3,112
959,8.685,0.005,4096,20,22,45,92623872,17739119443.3,112
960,8.689,0.004,4096,20,22,38,92649472,22124422827.5,112
961,8.695,0.005,4096,20,22,48,92147712,17849411535.9,112
962,8.700,0.005,4096,20,20,38,91511808,20275626081.5,112
963,8.713,0.013,4096,20,35,72,132152320,10258269425.0,112
964,8.723,0.010,4096,7,18,74,87041024,8780049831.0,112
965,8.730,0.006,4096,9,12,60,50745344,8154165304.8,112
966,8.741,0.010,4096,20,35,69,133030912,12929362796.6,112
967,8.747,0.006,4096,8,10,45,49570816,7810890379.6,112
968,8.759,0.012,4096,25,38,76,158605312,13556342108.6,112
969,8.765,0.005,4096,20,22,42,92770304,19535196509.5,112
970,8.770,0.005,4096,20,22,48,92393472,17663884153.4,112
971,8.778,0.008,4096,20,20,41,91256832,11655534431.7,112
972,8.788,0.009,4096,20,35,73,132157440,14486350493.6,112
973,8.798,0.010,4096,7,18,73,86285312,8636273619.3,112
974,8.805,0.006,4096,9,12,62,50937856,7953116171.1,112
975,8.818,0.013,4096,20,35,72,131624960,10517530581.4,112
976,8.823,0.005,4096,8,10,43,49084416,10432383387.5,112
977,8.834,0.010,4096,15,35,67,144581632,13818323685.6,112
978,8.840,0.005,4096,20,22,47,92786688,18276608887.5,112
979,8.848,0.007,4096,20,22,38,92115968,12505641564.6,112
980,8.853,0.004,4096,20,20,38,91499520,20575389860.7,112
981,8.863,0.010,4096,20,35,78,133270528,13473034475.8,112
982,8.874,0.010,4096,7,18,78,86352896,8722607260.0,112
983,8.884,0.010,4096,9,12,55,50893824,5125158053.3,112
984,8.893,0.008,4096,20,35,66,130847744,16041056003.9,112
985,8.899,0.006,4096,8,10,52,48644096,8204029721.6,112
986,8.918,0.018,4096,18,63,92,229263360,12411747601.6,112
987,8.923,0.004,4096,20,22,40,92755968,20728605042.3,112
988,8.928,0.005,4096,20,22,38,92420096,20495923661.7,112
989,8.932,0.004,4096,20,20,38,91459584,21511145815.9,112
990,8.941,0.008,4096,20,35,66,132102144,15935148736.7,112
991,8.955,0.013,4096,7,18,70,85321728,6358596093.3,112
992,8.962,0.007,4096,9,12,62,50790400,7586497186.9,112
993,8.972,0.009,4096,20,35,77,131083264,14400489525.4,112
994,8.978,0.006,4096,8,10,53,49127424,8487303534.0,112
995,8.997,0.018,4096,15,61,94,246872064,13588014642.4,112
996,9.002,0.005,4096,20,22,38,92610560,18806473400.4,112
997,9.008,0.006,4096,20,22,48,92324864,16167423482.4,112
998,9.015,0.006,4096,20,20,38,91890688,15029467119.5,112
999,9.025,0.010,4096,20,35,68,133331968,13506786013.9,112
1000,9.036,0.011,4096,7,18,81,84620288,8048499319.5,112
1001,9.042,0.006,4096,9,12,54,50619392,8925384861.2,112
1002,9.056,0.013,4096,20,35,78,133118976,9977965107.6,112
1003,9.062,0.006,4096,8,10,53,48965632,8397823059.9,112
1004,9.079,0.016,4096,18,61,105,272222208,16585159552.4,112
1005,9.086,0.007,4096,20,22,38,92455936,12333123147.9,112
1006,9.092,0.005,4096,20,22,39,92368896,18774062825.3,112
1007,9.096,0.004,4096,20,20,38,91527168,22296405449.0,112
1008,9.107,0.009,4096,20,35,78,131752960,13961449885.5,112
1009,9.121,0.014,4096,7,18,75,85929984,6298859344.0,112
1010,9.131,0.009,4096,9,12,92,51028992,5382336096.0,112
1011,9.141,0.009,4096,20,35,77,132158464,13969540846.4,112
1012,9.146,0.005,4096,8,10,42,49778688,11020835196.8,112
1013,9.162,0.016,4096,30,38,73,200654848,12401485694.8,112
1014,9.168,0.005,4096,20,22,48,92790784,18073529563.6,112
1015,9.172,0.004,4096,20,22,38,92360704,21895206773.7,112
1016,9.177,0.004,4096,20,20,38,91430912,20650989116.7,112
1017,9.188,0.011,4096,20,35,66,132387840,12205133670.5,112
1018,9.200,0.011,4096,7,18,71,85594112,7869145495.4,112
1019,9.206,0.006,4096,9,12,57,51149824,8556361103.4,112
1020,9.215,0.009,4096,20,35,77,131796992,14508318806.3,112
1021,9.226,0.010,4096,8,10,60,49021952,4679871359.3,112
1022,9.241,0.014,4096,35,40,89,173144064,12106905508.0,112
1023,9.247,0.005,4096,20,23,48,92822528,18068141237.6,112
1024,9.251,0.004,4096,20,22,38,92326912,21750361202.8,112
1025,9.261,0.009,4096,20,22,47,92541952,10230501130.3,112
1026,9.265,0.004,4096,20,20,38,91360256,21492419450.1,112
1027,9.274,0.008,4096,20,35,66,131146752,16052483557.6,112
1028,9.285,0.010,4096,7,18,78,85625856,8263609848.4,112
1029,9.296,0.010,4096,9,12,65,50721792,4896562516.4,112
1030,9.305,0.009,4096,20,35,77,132156416,13949783849.5,112
1031,9.310,0.004,4096,8,10,39,48654336,11552439721.9,112
1032,9.325,0.014,4096,25,38,76,158755840,11214537405.2,112
1033,9.331,0.005,4096,20,22,44,92560384,16923891440.3,112
1034,9.337,0.006,4096,20,22,48,92259328,16371578264.6,112
1035,9.342,0.005,4096,20,20,41,91565056,17584016558.3,112
1036,9.352,0.009,4096,20,35,77,132677632,14428678826.9,112
1037,9.367,0.014,4096,7,18,80,85291008,5897286374.6,112
1038,9.376,0.009,4096,9,12,86,50934784,5662985608.5,112
1039,9.386,0.009,4096,20,35,77,132632576,14361083443.3,112
1040,9.393,0.007,4096,8,10,39,49232896,7025778366.4,112
1041,9.405,0.012,4096,15,35,67,144939008,12393930267.5,112
1042,9.411,0.005,4096,20,22,49,92351488,18190043598.3,112
1043,9.416,0.005,4096,20,22,43,92525568,19189630756.6,112
1044,9.421,0.005,4096,20,20,38,91674624,19506534050.8,112
1045,9.434,0.013,4096,20,35,68,131463168,10059002670.8,112
1046,9.446,0.012,4096,7,18,90,86605824,7520396966.9,112
1047,9.455,0.008,4096,9,12,73,51034112,6186234912.0,112
1048,9.468,0.013,4096,20,35,77,132594688,10507919611.7,112
1049,9.473,0.005,4096,8,10,46,49704960,10031528551.5,112
1050,9.489,0.015,4096,18,63,92,232120320,15670808164.2,112
1051,9.497,0.008,4096,20,22,41,92625920,12334007874.2,112
1052,9.502,0.005,4096,20,22,38,92326912,19316356771.0,112
1053,9.507,0.004,4096,20,20,36,91470848,21251577358.0,112
1054,9.516,0.009,4096,20,35,72,133150720,15373811364.9,112
1055,9.526,0.010,4096,7,18,71,86172672,9038959044.6,112
1056,9.537,0.010,4096,9,12,63,50305024,4868443125.8,112
1057,9.546,0.009,4096,20,35,77,131001344,14399916987.0,112
1058,9.552,0.005,4096,8,10,48,49154048,9205798482.5,112
1059,9.571,0.019,4096,15,61,94,246405120,13255856328.0,112
1060,9.576,0.005,4096,20,22,42,92706816,19762529417.8,112
1061,9.582,0.005,4096,20,22,48,92234752,17253895301.6,112
1062,9.587,0.005,4096,20,20,38,91325440,19447123032.1,112
1063,9.597,0.009,4096,20,35,77,133960704,14735116768.8,112
1064,9.610,0.013,4096,7,18,69,85432320,6412348844.2,112
1065,9.619,0.009,4096,9,12,80,51121152,5956611398.4,112
1066,9.629,0.009,4096,20,35,77,133032960,14193381398.9,112
1067,9.638,0.008,4096,8,10,44,48596992,5740025026.2,112
1068,9.654,0.016,4096,18,61,96,271052800,17200029164.6,112
1069,9.659,0.004,4096,20,22,38,92830720,21824056633.5,112
1070,9.664,0.005,4096,20,22,48,92252160,17707275360.4,112
1071,9.673,0.009,4096,20,20,46,91650048,10651978373.0,112
1072,9.683,0.010,4096,20,35,78,132270080,13902944117.7,112
1073,9.693,0.009,4096,7,18,72,85570560,9145332239.9,112
1074,9.701,0.008,4096,9,12,60,51019776,6451146512.4,112
1075,9.713,0.011,4096,20,35,78,132763648,11968509513.5,112
1076,9.720,0.007,4096,8,10,60,49205248,7431662877.7,112
1077,9.733,0.012,4096,30,38,76,199776256,16235716661.7,112
1078,9.741,0.007,4096,20,22,38,92499968,12353293636.3,112
1079,9.745,0.004,4096,20,22,38,92639232,22295704527.5,112
1080,9.750,0.005,4096,20,20,41,91790336,19429490934.0,112
1081,9.759,0.008,4096,20,35,66,133699584,16344848276.1,112
1082,9.773,0.013,4096,7,18,74,85357568,6380327222.3,112
1083,9.781,0.007,4096,9,12,68,50432000,6744974638.1,112
1084,9.789,0.008,4096,20,35,67,131684352,15981473366.0,112
1085,9.794,0.005,4096,8,10,42,48827392,10109061125.9,112
1086,9.814,0.019,4096,35,40,97,173180928,9230136153.1,112
1087,9.820,0.006,4096,20,22,49,92532736,15886536434.0,112
1088,9.824,0.004,4096,20,22,38,92680192,21819857064.7,112
1089,9.830,0.005,4096,20,22,45,92250112,18472237112.4,112
1090,9.837,0.007,4096,20,20,45,91386880,13668354816.2,112
1091,9.847,0.010,4096,20,35,67,132144128,13502844357.8,112
1092,9.857,0.010,4096,7,18,74,84669440,8712717564.7,112
1093,9.866,0.008,4096,9,12,77,50911232,6341557145.3,112
1094,9.880,0.013,4096,20,35,77,132946944,9897601873.9,112
1095,9.885,0.005,4096,8,10,42,49394688,10663350741.9,112
1096,9.897,0.012,4096,25,38,76,158517248,13763751335.1,112
1097,9.902,0.004,4096,20,22,38,92525568,20641141485.5,112
1098,9.909,0.007,4096,20,22,38,92413952,12400264660.1,112
1099,9.915,0.005,4096,20,20,38,91600896,18127871488.1,112
1100,9.925,0.009,4096,20,35,76,132372480,13940105322.3,112
1101,9.935,0.010,4096,7,18,72,86340608,8613730672.9,112
1102,9.947,0.011,4096,9,12,71,51002368,4582943059.9,112
1103,9.956,0.009,4096,20,35,72,132953088,15210189526.3,112
1104,9.962,0.005,4096,8,10,44,49326080,10406106695.0,112
1105,9.972,0.010,4096,15,35,65,143449088,13946995441.3,112
1106,9.980,0.008,4096,20,22,38,92868608,12112637346.9,112
1107,9.986,0.005,4096,20,22,38,92562432,20355296141.3,112
1108,9.991,0.005,4096,20,20,42,91551744,19319645732.3,112
1109,10.000,0.009,4096,20,35,75,132835328,14893394013.8,112
1110,10.014,0.014,4096,7,18,84,85188608,6122586842.8,112
1111,10.022,0.007,4096,9,12,65,51086336,7415078058.4,112
1112,10.030,0.008,4096,20,35,66,132794368,16186868747.8,112
1113,10.036,0.005,4096,8,10,46,49120256,9908453387.6,112
1114,10.054,0.018,4096,18,63,92,228466688,12374411229.3,112
1115,10.060,0.005,4096,20,22,43,92801024,18802097545.3,112
1116,10.064,0.004,4096,20,22,38,92599296,21508294809.0,112
1117,10.070,0.005,4096,20,20,43,91385856,18842619364.5,112
1118,10.082,0.012,4096,20,35,68,133060608,11531058451.2,112
1119,10.093,0.011,4096,7,18,79,85369856,8050848782.7,112
1120,10.100,0.006,4096,9,12,63,50636800,7813297301.0,112
1121,10.112,0.011,4096,20,35,78,132149248,11720054160.0,112
1122,10.118,0.006,4096,8,10,47,48620544,8227675614.6,112
1123,10.133,0.015,4096,15,61,94,246518784,16589435817.8,112
1124,10.138,0.004,4096,20,22,41,92646400,21338669474.8,112
1125,10.143,0.004,4096,20,22,38,92489728,21344474617.2,112
1126,10.152,0.009,4096,20,20,48,91079680,10347446149.7,112
1127,10.162,0.010,4096,20,35,77,131546112,13291501705.2,112
1128,10.172,0.009,4096,7,18,72,86254592,9103313999.8,112
1129,10.183,0.010,4096,9,12,60,50734080,5180093581.3,112
1130,10.193,0.010,4096,20,35,77,132796416,13628053695.2,112
1131,10.197,0.004,4096,8,10,39,48944128,11014920650.4,112
1132,10.220,0.021,4096,18,61,112,269521920,12614577146.5,112
1133,10.225,0.005,4096,20,22,48,92869632,17878977688.8,112
1134,10.230,0.004,4096,20,22,38,92422144,22348502815.6,112
1135,10.236,0.005,4096,20,20,50,91685888,16784144103.0,112
1136,10.245,0.009,4096,20,35,77,132262912,14481187461.9,112
1137,10.260,0.014,4096,7,18,78,85877760,6165102713.2,112
1138,10.266,0.006,4096,9,12,62,50704384,7886368959.9,112
1139,10.275,0.008,4096,20,35,66,132421632,16106511355.9,112
1140,10.280,0.005,4096,8,10,40,49174528,10897496510.2,112
1141,10.297,0.016,4096,30,38,73,201273344,12486215978.9,112
1142,10.303,0.006,4096,20,22,48,92720128,16417351445.0,112
1143,10.307,0.004,4096,20,22,38,92647424,21506295960.4,112
1144,10.312,0.004,4096,20,20,38,91573248,20373728633.9,112
1145,10.325,0.013,4096,20,35,77,130433024,10261299026.9,112
1146,10.337,0.011,4096,7,18,80,85595136,7882109357.6,112
1147,10.343,0.006,4096,9,12,54,51184640,8863352925.1,112
1148,10.355,0.012,4096,20,35,66,131595264,11134135798.4,112
1149,10.360,0.005,4096,8,10,40,49582080,10717140740.1,112
1150,10.375,0.015,4096,35,40,100,172963840,11805846999.9,112
1151,10.381,0.005,4096,20,22,48,92688384,17665485834.1,112
1152,10.392,0.011,4096,20,22,63,92416000,8711155937.1,112
1153,10.397,0.005,4096,20,22,38,92788736,20016899075.0,112
1154,10.402,0.004,4096,20,20,38,91532288,21480190047.9,112
1155,10.412,0.010,4096,20,35,77,131779584,13612146394.8,112
1156,10.425,0.013,4096,7,18,72,84728832,6585676573.9,112
1157,10.432,0.007,4096,9,12,63,50841600,7655414785.7,112
1158,10.442,0.009,4096,20,35,77,132175872,13917317936.0,112
1159,10.449,0.006,4096,8,10,55,49306624,7880043809.1,112
1160,10.465,0.016,4096,25,38,76,158409728,10005979089.7,112
1161,10.473,0.007,4096,20,22,63,92896256,13405674364.3,112
1162,10.477,0.004,4096,20,22,38,92397568,20844590911.9,112
1163,10.482,0.004,4096,20,20,38,91324416,21701822537.0,112
1164,10.496,0.013,4096,20,35,78,131198976,10025931295.5,112
1165,10.506,0.010,4096,7,18,75,84876288,8271271365.0,112
1166,10.514,0.007,4096,9,12,68,51268608,7327210342.2,112
1167,10.528,0.014,4096,20,35,77,132998144,9318316015.3,112
1168,10.534,0.005,4096,8,10,39,49389568,9592116489.2,112
1169,10.545,0.011,4096,15,35,67,143522816,13457925725.4,112
1170,10.550,0.004,4096,20,22,38,92530688,20694988598.0,112
1171,10.555,0.004,4096,20,22,38,92493824,22261984005.0,112
1172,10.563,0.008,4096,20,20,42,91453440,10942287556.8,112
1173,10.573,0.009,4096,20,35,77,132451328,14753608081.5,112
1174,10.584,0.011,4096,7,18,86,85209088,7686734391.1,112
1175,10.595,0.010,4096,9,12,64,50893824,5138912783.1,112
1176,10.605,0.010,4096,20,35,77,134203392,13031450737.7,112
1177,10.611,0.005,4096,8,10,44,48629760,10286983506.5,112
1178,10.628,0.016,4096,18,63,92,231516160,14467965068.1,112
1179,10.634,0.006,4096,20,22,38,92787712,16417483963.4,112
1180,10.638,0.004,4096,20,22,39,92188672,22477876442.8,112
1181,10.643,0.005,4096,20,20,38,91324416,19032700399.5,112
1182,10.653,0.009,4096,20,35,77,130601984,13961219187.2,112
1183,10.667,0.014,4096,7,18,81,85277696,6120357996.1,112
1184,10.674,0.006,4096,9,12,55,51035136,8704499942.4,112
1185,10.684,0.009,4096,20,35,77,134010880,14307690517.3,112
1186,10.689,0.005,4096,8,10,47,48935936,9013168717.9,112
1187,10.708,0.018,4096,15,61,94,246238208,13367262454.4,112
1188,10.713,0.004,4096,20,22,38,92705792,20703225191.2,112
1189,10.717,0.004,4096,20,22,36,92232704,23613694056.1,112
1190,10.722,0.005,4096,20,20,40,91657216,19926001547.9,112
1191,10.736,0.013,4096,20,35,77,131631104,10276428695.0,112
1192,10.747,0.011,4096,7,18,77,85354496,8108389637.0,112
1193,10.755,0.008,4096,9,12,74,50806784,6496968891.0,112
1194,10.769,0.013,4096,20,35,77,131085312,10174467189.4,112
1195,10.773,0.004,4096,8,10,39,49551360,11266294468.5,112
1196,10.791,0.017,4096,18,61,105,269893632,16000020867.5,112
1197,10.798,0.007,4096,20,22,45,92894208,14100635023.5,112
1198,10.805,0.007,4096,20,22,48,92508160,13355572370.1,112
1199,10.810,0.005,4096,20,20,43,91554816,19309418472.2,112
1200,10.820,0.009,4096,20,35,77,133548032,14380064403.8,112
1201,10.832,0.012,4096,7,18,74,85822464,7319102513.8,112
1202,10.842,0.009,4096,9,12,73,50721792,5495190740.4,112
1203,10.851,0.009,4096,20,35,72,133321728,15473023414.2,112
1204,10.856,0.005,4096,8,10,42,48762880,10447781852.2,112
1205,10.872,0.016,4096,30,38,73,199364608,12713282318.1,112
1206,10.877,0.005,4096,20,22,38,92561408,20331200229.8,112
1207,10.882,0.005,4096,20,22,38,92444672,20532633665.8,112
1208,10.887,0.005,4096,20,20,38,91516928,19366801158.2,112
1209,10.897,0.009,4096,20,35,77,132345856,14212229214.2,112
1210,10.910,0.013,4096,7,18,70,83159040,6472579909.4,112
